accession_version	isolate	locus	primary_accession
ASU91038.1		ASU91038	ASU91038
ASU91037.1		ASU91037	ASU91037
ASU91036.1		ASU91036	ASU91036
ASU91035.1		ASU91035	ASU91035
ASU91034.1		ASU91034	ASU91034
ASU91033.1		ASU91033	ASU91033
ASU91032.1		ASU91032	ASU91032
ASU91031.1		ASU91031	ASU91031
ASU91030.1		ASU91030	ASU91030
ASU91029.1		ASU91029	ASU91029
ASU91028.1		ASU91028	ASU91028
ASU91027.1		ASU91027	ASU91027
ASU91026.1		ASU91026	ASU91026
ASU91025.1		ASU91025	ASU91025
ASU91024.1		ASU91024	ASU91024
ASU91023.1		ASU91023	ASU91023
ASU91022.1		ASU91022	ASU91022
ASU91021.1		ASU91021	ASU91021
ASU91020.1		ASU91020	ASU91020
ASU91019.1		ASU91019	ASU91019
ASU91018.1		ASU91018	ASU91018
ASU91017.1		ASU91017	ASU91017
ASU91016.1		ASU91016	ASU91016
ASU91015.1		ASU91015	ASU91015
ASU91014.1		ASU91014	ASU91014
ASU91013.1		ASU91013	ASU91013
ASU91012.1		ASU91012	ASU91012
ASU91011.1		ASU91011	ASU91011
ASU91010.1		ASU91010	ASU91010
ASU91009.1		ASU91009	ASU91009
ASU91008.1		ASU91008	ASU91008
ASU91007.1		ASU91007	ASU91007
ASU91006.1		ASU91006	ASU91006
ASU91005.1		ASU91005	ASU91005
ASU91004.1		ASU91004	ASU91004
ASU91003.1		ASU91003	ASU91003
ASU91002.1		ASU91002	ASU91002
ASU91001.1		ASU91001	ASU91001
ASU91000.1		ASU91000	ASU91000
ASU90999.1		ASU90999	ASU90999
ASU90998.1		ASU90998	ASU90998
ASU90997.1		ASU90997	ASU90997
ASU90996.1		ASU90996	ASU90996
ASU90995.1		ASU90995	ASU90995
ASU90994.1		ASU90994	ASU90994
ASU90993.1		ASU90993	ASU90993
ASU90992.1		ASU90992	ASU90992
ASU90991.1		ASU90991	ASU90991
ASU90990.1		ASU90990	ASU90990
ASU90989.1		ASU90989	ASU90989
ASU90988.1		ASU90988	ASU90988
ASU90987.1		ASU90987	ASU90987
ASU90986.1		ASU90986	ASU90986
ASU90985.1		ASU90985	ASU90985
ASU90984.1		ASU90984	ASU90984
ASU90983.1		ASU90983	ASU90983
ASU90982.1		ASU90982	ASU90982
ASU90981.1		ASU90981	ASU90981
ASU90980.1		ASU90980	ASU90980
ASU90979.1		ASU90979	ASU90979
ASU90978.1		ASU90978	ASU90978
ASU90977.1		ASU90977	ASU90977
ASU90976.1		ASU90976	ASU90976
ASU90975.1		ASU90975	ASU90975
ASU90974.1		ASU90974	ASU90974
ASU90973.1		ASU90973	ASU90973
ASU90972.1		ASU90972	ASU90972
ASU90971.1		ASU90971	ASU90971
ASU90970.1		ASU90970	ASU90970
ASU90969.1		ASU90969	ASU90969
ASU90968.1		ASU90968	ASU90968
ASU90967.1		ASU90967	ASU90967
ASU90966.1		ASU90966	ASU90966
ASU90965.1		ASU90965	ASU90965
ASU90964.1		ASU90964	ASU90964
ASU90963.1		ASU90963	ASU90963
ASU90962.1		ASU90962	ASU90962
ASU90961.1		ASU90961	ASU90961
ASU90960.1		ASU90960	ASU90960
ASU90959.1		ASU90959	ASU90959
ASU90958.1		ASU90958	ASU90958
ASU90957.1		ASU90957	ASU90957
ASU90956.1		ASU90956	ASU90956
ASU90955.1		ASU90955	ASU90955
ASU90954.1		ASU90954	ASU90954
ASU90953.1		ASU90953	ASU90953
ASU90952.1		ASU90952	ASU90952
ASU90951.1		ASU90951	ASU90951
ASU90950.1		ASU90950	ASU90950
ASU90949.1		ASU90949	ASU90949
ASU90948.1		ASU90948	ASU90948
ASU90947.1		ASU90947	ASU90947
ASU90946.1		ASU90946	ASU90946
ASU90945.1		ASU90945	ASU90945
ASU90944.1		ASU90944	ASU90944
ASU90943.1		ASU90943	ASU90943
ASU90942.1		ASU90942	ASU90942
ASU90941.1		ASU90941	ASU90941
ASU90940.1		ASU90940	ASU90940
ASU90939.1		ASU90939	ASU90939
ASU90938.1		ASU90938	ASU90938
ASU90937.1		ASU90937	ASU90937
ASU90936.1		ASU90936	ASU90936
ASU90935.1		ASU90935	ASU90935
ASU90934.1		ASU90934	ASU90934
ASU90933.1		ASU90933	ASU90933
ASU90932.1		ASU90932	ASU90932
ASU90931.1		ASU90931	ASU90931
ASU90930.1		ASU90930	ASU90930
ASU90929.1		ASU90929	ASU90929
ASU90928.1		ASU90928	ASU90928
ASU90927.1		ASU90927	ASU90927
ASU90926.1		ASU90926	ASU90926
ASU90925.1		ASU90925	ASU90925
ASU90924.1		ASU90924	ASU90924
ASU90923.1		ASU90923	ASU90923
ASU90922.1		ASU90922	ASU90922
ASU90921.1		ASU90921	ASU90921
ASU90920.1		ASU90920	ASU90920
ASU90919.1		ASU90919	ASU90919
ASU90918.1		ASU90918	ASU90918
ASU90917.1		ASU90917	ASU90917
ASU90916.1		ASU90916	ASU90916
ASU90915.1		ASU90915	ASU90915
ASU90914.1		ASU90914	ASU90914
ASU90913.1		ASU90913	ASU90913
ASU90912.1		ASU90912	ASU90912
ASU90911.1		ASU90911	ASU90911
ASU90910.1		ASU90910	ASU90910
ASU90909.1		ASU90909	ASU90909
ASU90908.1		ASU90908	ASU90908
ASU90907.1		ASU90907	ASU90907
ASU90906.1		ASU90906	ASU90906
ASU90905.1		ASU90905	ASU90905
ASU90904.1		ASU90904	ASU90904
ASU90903.1		ASU90903	ASU90903
ASU90902.1		ASU90902	ASU90902
ASU90901.1		ASU90901	ASU90901
ASU90900.1		ASU90900	ASU90900
ASU90899.1		ASU90899	ASU90899
ASU90898.1		ASU90898	ASU90898
ASU90897.1		ASU90897	ASU90897
ASU90896.1		ASU90896	ASU90896
ASU90895.1		ASU90895	ASU90895
ASU90894.1		ASU90894	ASU90894
ASU90893.1		ASU90893	ASU90893
ASU90892.1		ASU90892	ASU90892
ASU90891.1		ASU90891	ASU90891
ASU90890.1		ASU90890	ASU90890
ASU90889.1		ASU90889	ASU90889
ASU90888.1		ASU90888	ASU90888
ASU90887.1		ASU90887	ASU90887
ASU90886.1		ASU90886	ASU90886
ASU90885.1		ASU90885	ASU90885
ASU90884.1		ASU90884	ASU90884
ASU90883.1		ASU90883	ASU90883
ASU90882.1		ASU90882	ASU90882
ASU90881.1		ASU90881	ASU90881
ASU90880.1		ASU90880	ASU90880
ASU90879.1		ASU90879	ASU90879
ASU90878.1		ASU90878	ASU90878
ASU90877.1		ASU90877	ASU90877
ASU90876.1		ASU90876	ASU90876
ASU90875.1		ASU90875	ASU90875
ASU90874.1		ASU90874	ASU90874
ASU90873.1		ASU90873	ASU90873
ASU90872.1		ASU90872	ASU90872
ASU90871.1		ASU90871	ASU90871
ASU90870.1		ASU90870	ASU90870
ASU90869.1		ASU90869	ASU90869
ASU90868.1		ASU90868	ASU90868
ASU90867.1		ASU90867	ASU90867
ASU90866.1		ASU90866	ASU90866
ASU90865.1		ASU90865	ASU90865
ASU90864.1		ASU90864	ASU90864
ASU90863.1		ASU90863	ASU90863
ASU90862.1		ASU90862	ASU90862
ASU90861.1		ASU90861	ASU90861
ASU90860.1		ASU90860	ASU90860
ASU90859.1		ASU90859	ASU90859
ASU90858.1		ASU90858	ASU90858
ASU90857.1		ASU90857	ASU90857
ASU90856.1		ASU90856	ASU90856
ASU90855.1		ASU90855	ASU90855
ASU90854.1		ASU90854	ASU90854
ASU90853.1		ASU90853	ASU90853
ASU90852.1		ASU90852	ASU90852
ASU90851.1		ASU90851	ASU90851
ASU90850.1		ASU90850	ASU90850
ASU90849.1		ASU90849	ASU90849
ASU90848.1		ASU90848	ASU90848
ASU90847.1		ASU90847	ASU90847
ASU90846.1		ASU90846	ASU90846
ASU90845.1		ASU90845	ASU90845
ASU90844.1		ASU90844	ASU90844
ASU90843.1		ASU90843	ASU90843
ASU90842.1		ASU90842	ASU90842
ASU90841.1		ASU90841	ASU90841
ASU90840.1		ASU90840	ASU90840
ASU90839.1		ASU90839	ASU90839
ASU90838.1		ASU90838	ASU90838
ASU90837.1		ASU90837	ASU90837
ASU90836.1		ASU90836	ASU90836
ASU90835.1		ASU90835	ASU90835
ASU90834.1		ASU90834	ASU90834
ASU90833.1		ASU90833	ASU90833
ASU90832.1		ASU90832	ASU90832
ASU90831.1		ASU90831	ASU90831
ASU90830.1		ASU90830	ASU90830
ASU90829.1		ASU90829	ASU90829
ASU90828.1		ASU90828	ASU90828
ASU90827.1		ASU90827	ASU90827
ASU90826.1		ASU90826	ASU90826
ASU90825.1		ASU90825	ASU90825
ASU90824.1		ASU90824	ASU90824
ASU90823.1		ASU90823	ASU90823
ASU90822.1		ASU90822	ASU90822
ASU90821.1		ASU90821	ASU90821
ASU90820.1		ASU90820	ASU90820
ASU90819.1		ASU90819	ASU90819
ASU90818.1		ASU90818	ASU90818
ASU90817.1		ASU90817	ASU90817
ASU90816.1		ASU90816	ASU90816
ASU90815.1		ASU90815	ASU90815
ASU90814.1		ASU90814	ASU90814
ASU90813.1		ASU90813	ASU90813
ASU90812.1		ASU90812	ASU90812
ASU90811.1		ASU90811	ASU90811
ASU90810.1		ASU90810	ASU90810
ASU90809.1		ASU90809	ASU90809
ASU90808.1		ASU90808	ASU90808
ASU90807.1		ASU90807	ASU90807
ASU90806.1		ASU90806	ASU90806
ASU90805.1		ASU90805	ASU90805
ASU90804.1		ASU90804	ASU90804
ASU90803.1		ASU90803	ASU90803
ASU90802.1		ASU90802	ASU90802
ASU90801.1		ASU90801	ASU90801
ASU90800.1		ASU90800	ASU90800
ASU90799.1		ASU90799	ASU90799
ASU90798.1		ASU90798	ASU90798
ASU90797.1		ASU90797	ASU90797
ASU90796.1		ASU90796	ASU90796
ASU90795.1		ASU90795	ASU90795
ASU90794.1		ASU90794	ASU90794
ASU90793.1		ASU90793	ASU90793
ASU90792.1		ASU90792	ASU90792
ASU90791.1		ASU90791	ASU90791
ASU90790.1		ASU90790	ASU90790
ASU90789.1		ASU90789	ASU90789
ASU90788.1		ASU90788	ASU90788
ASU90787.1		ASU90787	ASU90787
ASU90786.1		ASU90786	ASU90786
ASU90785.1		ASU90785	ASU90785
ASU90784.1		ASU90784	ASU90784
ASU90783.1		ASU90783	ASU90783
ASU90782.1		ASU90782	ASU90782
ASU90781.1		ASU90781	ASU90781
ASU90780.1		ASU90780	ASU90780
ASU90779.1		ASU90779	ASU90779
ASU90778.1		ASU90778	ASU90778
ASU90777.1		ASU90777	ASU90777
ASU90776.1		ASU90776	ASU90776
ASU90775.1		ASU90775	ASU90775
ASU90774.1		ASU90774	ASU90774
ASU90773.1		ASU90773	ASU90773
ASU90772.1		ASU90772	ASU90772
ASU90771.1		ASU90771	ASU90771
ASU90770.1		ASU90770	ASU90770
ASU90769.1		ASU90769	ASU90769
ASU90768.1		ASU90768	ASU90768
ASU90767.1		ASU90767	ASU90767
ASU90766.1		ASU90766	ASU90766
ASU90765.1		ASU90765	ASU90765
ASU90764.1		ASU90764	ASU90764
ASU90763.1		ASU90763	ASU90763
ASU90762.1		ASU90762	ASU90762
ASU90761.1		ASU90761	ASU90761
ASU90760.1		ASU90760	ASU90760
ASU90759.1		ASU90759	ASU90759
ASU90758.1		ASU90758	ASU90758
ASU90757.1		ASU90757	ASU90757
ASU90756.1		ASU90756	ASU90756
ASU90755.1		ASU90755	ASU90755
ASU90754.1		ASU90754	ASU90754
ASU90753.1		ASU90753	ASU90753
ASU90752.1		ASU90752	ASU90752
ASU90751.1		ASU90751	ASU90751
ASU90750.1		ASU90750	ASU90750
ASU90749.1		ASU90749	ASU90749
ASU90748.1		ASU90748	ASU90748
ASU90747.1		ASU90747	ASU90747
ASU90746.1		ASU90746	ASU90746
ASU90745.1		ASU90745	ASU90745
ASU90744.1		ASU90744	ASU90744
ASU90743.1		ASU90743	ASU90743
ASU90742.1		ASU90742	ASU90742
ASU90741.1		ASU90741	ASU90741
ASU90740.1		ASU90740	ASU90740
ASU90739.1		ASU90739	ASU90739
ASU90738.1		ASU90738	ASU90738
ASU90737.1		ASU90737	ASU90737
ASU90736.1		ASU90736	ASU90736
ASU90735.1		ASU90735	ASU90735
ASU90734.1		ASU90734	ASU90734
ASU90733.1		ASU90733	ASU90733
ASU90732.1		ASU90732	ASU90732
ASU90731.1		ASU90731	ASU90731
ASU90730.1		ASU90730	ASU90730
ASU90729.1		ASU90729	ASU90729
ASU90728.1		ASU90728	ASU90728
ASU90727.1		ASU90727	ASU90727
ASU90726.1		ASU90726	ASU90726
ASU90725.1		ASU90725	ASU90725
ASU90724.1		ASU90724	ASU90724
ASU90723.1		ASU90723	ASU90723
ASU90722.1		ASU90722	ASU90722
ASU90721.1		ASU90721	ASU90721
ASU90720.1		ASU90720	ASU90720
ASU90719.1		ASU90719	ASU90719
ASU90718.1		ASU90718	ASU90718
ASU90717.1		ASU90717	ASU90717
ASU90716.1		ASU90716	ASU90716
ASU90715.1		ASU90715	ASU90715
ASU90714.1		ASU90714	ASU90714
ASU90713.1		ASU90713	ASU90713
ASU90712.1		ASU90712	ASU90712
ASU90711.1		ASU90711	ASU90711
ASU90710.1		ASU90710	ASU90710
ASU90709.1		ASU90709	ASU90709
ASU90708.1		ASU90708	ASU90708
ASU90707.1		ASU90707	ASU90707
ASU90706.1		ASU90706	ASU90706
ASU90705.1		ASU90705	ASU90705
ASU90704.1		ASU90704	ASU90704
ASU90703.1		ASU90703	ASU90703
ASU90702.1		ASU90702	ASU90702
ASU90701.1		ASU90701	ASU90701
ASU90700.1		ASU90700	ASU90700
ASU90699.1		ASU90699	ASU90699
ASU90698.1		ASU90698	ASU90698
ASU90697.1		ASU90697	ASU90697
ASU90696.1		ASU90696	ASU90696
ASU90695.1		ASU90695	ASU90695
ASU90694.1		ASU90694	ASU90694
ASU90693.1		ASU90693	ASU90693
ASU90692.1		ASU90692	ASU90692
ASU90691.1		ASU90691	ASU90691
ASU90690.1		ASU90690	ASU90690
ASU90689.1		ASU90689	ASU90689
ASU90688.1		ASU90688	ASU90688
ASU90687.1		ASU90687	ASU90687
ASU90686.1		ASU90686	ASU90686
ASU90685.1		ASU90685	ASU90685
ASU90684.1		ASU90684	ASU90684
ASU90683.1		ASU90683	ASU90683
ASU90682.1		ASU90682	ASU90682
ASU90681.1		ASU90681	ASU90681
ASU90680.1		ASU90680	ASU90680
ASU90679.1		ASU90679	ASU90679
ASU90678.1		ASU90678	ASU90678
ASU90677.1		ASU90677	ASU90677
ASU90676.1		ASU90676	ASU90676
ASU90675.1		ASU90675	ASU90675
ASU90674.1		ASU90674	ASU90674
ASU90673.1		ASU90673	ASU90673
ASU90672.1		ASU90672	ASU90672
ASU90671.1		ASU90671	ASU90671
ASU90670.1		ASU90670	ASU90670
ASU90669.1		ASU90669	ASU90669
ASU90668.1		ASU90668	ASU90668
ASU90667.1		ASU90667	ASU90667
ASU90666.1		ASU90666	ASU90666
ASU90665.1		ASU90665	ASU90665
ASU90664.1		ASU90664	ASU90664
ASU90663.1		ASU90663	ASU90663
ASU90662.1		ASU90662	ASU90662
ASU90661.1		ASU90661	ASU90661
ASU90660.1		ASU90660	ASU90660
ASU90659.1		ASU90659	ASU90659
ASU90658.1		ASU90658	ASU90658
ASU90657.1		ASU90657	ASU90657
ASU90656.1		ASU90656	ASU90656
ASU90655.1		ASU90655	ASU90655
ASU90654.1		ASU90654	ASU90654
ASU90653.1		ASU90653	ASU90653
ASU90652.1		ASU90652	ASU90652
ASU90651.1		ASU90651	ASU90651
ASU90650.1		ASU90650	ASU90650
ASU90649.1		ASU90649	ASU90649
ASU90648.1		ASU90648	ASU90648
ASU90647.1		ASU90647	ASU90647
ASU90646.1		ASU90646	ASU90646
ASU90645.1		ASU90645	ASU90645
ASU90644.1		ASU90644	ASU90644
ASU90643.1		ASU90643	ASU90643
ASU90642.1		ASU90642	ASU90642
ASU90641.1		ASU90641	ASU90641
ASU90640.1		ASU90640	ASU90640
ASU90639.1		ASU90639	ASU90639
ASU90638.1		ASU90638	ASU90638
ASU90637.1		ASU90637	ASU90637
ASU90636.1		ASU90636	ASU90636
ASU90635.1		ASU90635	ASU90635
ASU90634.1		ASU90634	ASU90634
ASU90633.1		ASU90633	ASU90633
ASU90632.1		ASU90632	ASU90632
ASU90631.1		ASU90631	ASU90631
ASU90630.1		ASU90630	ASU90630
ASU90629.1		ASU90629	ASU90629
ASU90628.1		ASU90628	ASU90628
ASU90627.1		ASU90627	ASU90627
ASU90626.1		ASU90626	ASU90626
ASU90625.1		ASU90625	ASU90625
ASU90624.1		ASU90624	ASU90624
ASU90623.1		ASU90623	ASU90623
ASU90622.1		ASU90622	ASU90622
ASU90621.1		ASU90621	ASU90621
ASU90620.1		ASU90620	ASU90620
ASU90619.1		ASU90619	ASU90619
ASU90618.1		ASU90618	ASU90618
ASU90617.1		ASU90617	ASU90617
ASU90616.1		ASU90616	ASU90616
ASU90615.1		ASU90615	ASU90615
ASU90614.1		ASU90614	ASU90614
ASU90613.1		ASU90613	ASU90613
ASU90612.1		ASU90612	ASU90612
ASU90611.1		ASU90611	ASU90611
ASU90610.1		ASU90610	ASU90610
ASU90609.1		ASU90609	ASU90609
ASU90608.1		ASU90608	ASU90608
ASU90607.1		ASU90607	ASU90607
ASU90606.1		ASU90606	ASU90606
ASU90605.1		ASU90605	ASU90605
ASU90604.1		ASU90604	ASU90604
ASU90603.1		ASU90603	ASU90603
ASU90602.1		ASU90602	ASU90602
ASU90601.1		ASU90601	ASU90601
ASU90600.1		ASU90600	ASU90600
ASU90599.1		ASU90599	ASU90599
ASU90598.1		ASU90598	ASU90598
ASU90597.1		ASU90597	ASU90597
ASU90596.1		ASU90596	ASU90596
ASU90595.1		ASU90595	ASU90595
ASU90594.1		ASU90594	ASU90594
ASU90593.1		ASU90593	ASU90593
ASU90592.1		ASU90592	ASU90592
ASU90591.1		ASU90591	ASU90591
ASU90590.1		ASU90590	ASU90590
ASU90589.1		ASU90589	ASU90589
ASU90588.1		ASU90588	ASU90588
ASU90587.1		ASU90587	ASU90587
ASU90586.1		ASU90586	ASU90586
ASU90585.1		ASU90585	ASU90585
ASU90584.1		ASU90584	ASU90584
ASU90583.1		ASU90583	ASU90583
ASU90582.1		ASU90582	ASU90582
ASU90581.1		ASU90581	ASU90581
ASU90580.1		ASU90580	ASU90580
ASU90579.1		ASU90579	ASU90579
ASU90578.1		ASU90578	ASU90578
ASU90577.1		ASU90577	ASU90577
ASU90576.1		ASU90576	ASU90576
ASU90575.1		ASU90575	ASU90575
ASU90574.1		ASU90574	ASU90574
ASU90573.1		ASU90573	ASU90573
ASU90572.1		ASU90572	ASU90572
ASU90571.1		ASU90571	ASU90571
ASU90570.1		ASU90570	ASU90570
ASU90569.1		ASU90569	ASU90569
ASU90568.1		ASU90568	ASU90568
ASU90567.1		ASU90567	ASU90567
ASU90566.1		ASU90566	ASU90566
ASU90565.1		ASU90565	ASU90565
ASU90564.1		ASU90564	ASU90564
ASU90563.1		ASU90563	ASU90563
ASU90562.1		ASU90562	ASU90562
ASU90561.1		ASU90561	ASU90561
ASU90560.1		ASU90560	ASU90560
ASU90559.1		ASU90559	ASU90559
ASU90558.1		ASU90558	ASU90558
ASU90557.1		ASU90557	ASU90557
ASU90556.1		ASU90556	ASU90556
ASU90555.1		ASU90555	ASU90555
ASU90554.1		ASU90554	ASU90554
ASU90553.1		ASU90553	ASU90553
ASU90552.1		ASU90552	ASU90552
ASU90551.1		ASU90551	ASU90551
ASU90550.1		ASU90550	ASU90550
ASU90549.1		ASU90549	ASU90549
ASU90548.1		ASU90548	ASU90548
ASU90547.1		ASU90547	ASU90547
ASU90546.1		ASU90546	ASU90546
ASU90545.1		ASU90545	ASU90545
ASU90544.1		ASU90544	ASU90544
ASU90543.1		ASU90543	ASU90543
ASU90542.1		ASU90542	ASU90542
ASU90541.1		ASU90541	ASU90541
ASU90540.1		ASU90540	ASU90540
ASU90539.1		ASU90539	ASU90539
ASU90538.1		ASU90538	ASU90538
ASU90537.1		ASU90537	ASU90537
ASU90536.1		ASU90536	ASU90536
ASU90535.1		ASU90535	ASU90535
ASU90534.1		ASU90534	ASU90534
ASU90533.1		ASU90533	ASU90533
ASU90532.1		ASU90532	ASU90532
ASU90531.1		ASU90531	ASU90531
ASU90530.1		ASU90530	ASU90530
ASU90529.1		ASU90529	ASU90529
ASU90528.1		ASU90528	ASU90528
ASU90527.1		ASU90527	ASU90527
ASU90526.1		ASU90526	ASU90526
ASU90525.1		ASU90525	ASU90525
ASU90524.1		ASU90524	ASU90524
ASU90523.1		ASU90523	ASU90523
ASU90522.1		ASU90522	ASU90522
ASU90521.1		ASU90521	ASU90521
ASU90520.1		ASU90520	ASU90520
ASU90519.1		ASU90519	ASU90519
ASU90518.1		ASU90518	ASU90518
ASU90517.1		ASU90517	ASU90517
ASU90516.1		ASU90516	ASU90516
ASU90515.1		ASU90515	ASU90515
ASU90514.1		ASU90514	ASU90514
ASU90513.1		ASU90513	ASU90513
ASU90512.1		ASU90512	ASU90512
ASU90511.1		ASU90511	ASU90511
ASU90510.1		ASU90510	ASU90510
ASU90509.1		ASU90509	ASU90509
ASU90508.1		ASU90508	ASU90508
ASU90507.1		ASU90507	ASU90507
ASU90506.1		ASU90506	ASU90506
ASU90505.1		ASU90505	ASU90505
ASU90504.1		ASU90504	ASU90504
ASU90503.1		ASU90503	ASU90503
ASU90502.1		ASU90502	ASU90502
ASU90501.1		ASU90501	ASU90501
ASU90500.1		ASU90500	ASU90500
ASU90499.1		ASU90499	ASU90499
ASU90498.1		ASU90498	ASU90498
ASU90497.1		ASU90497	ASU90497
ASU90496.1		ASU90496	ASU90496
ASU90495.1		ASU90495	ASU90495
ASU90494.1		ASU90494	ASU90494
ASU90493.1		ASU90493	ASU90493
ASU90492.1		ASU90492	ASU90492
ASU90491.1		ASU90491	ASU90491
ASU90490.1		ASU90490	ASU90490
ASU90489.1		ASU90489	ASU90489
ASU90488.1		ASU90488	ASU90488
ASU90487.1		ASU90487	ASU90487
ASU90486.1		ASU90486	ASU90486
ASU90485.1		ASU90485	ASU90485
ASU90484.1		ASU90484	ASU90484
ASU90483.1		ASU90483	ASU90483
ASU90482.1		ASU90482	ASU90482
ASU90481.1		ASU90481	ASU90481
ASU90480.1		ASU90480	ASU90480
ASU90479.1		ASU90479	ASU90479
ASU90478.1		ASU90478	ASU90478
ASU90477.1		ASU90477	ASU90477
ASU90476.1		ASU90476	ASU90476
ASU90475.1		ASU90475	ASU90475
ASU90474.1		ASU90474	ASU90474
ASU90473.1		ASU90473	ASU90473
ASU90472.1		ASU90472	ASU90472
ASU90471.1		ASU90471	ASU90471
ASU90470.1		ASU90470	ASU90470
ASU90469.1		ASU90469	ASU90469
ASU90468.1		ASU90468	ASU90468
ASU90467.1		ASU90467	ASU90467
ASU90466.1		ASU90466	ASU90466
ASU90465.1		ASU90465	ASU90465
ASU90464.1		ASU90464	ASU90464
ASU90463.1		ASU90463	ASU90463
ASU90462.1		ASU90462	ASU90462
ASU90461.1		ASU90461	ASU90461
ASU90460.1		ASU90460	ASU90460
ASU90459.1		ASU90459	ASU90459
ASU90458.1		ASU90458	ASU90458
ASU90457.1		ASU90457	ASU90457
ASU90456.1		ASU90456	ASU90456
ASU90455.1		ASU90455	ASU90455
ASU90454.1		ASU90454	ASU90454
ASU90453.1		ASU90453	ASU90453
ASU90452.1		ASU90452	ASU90452
ASU90451.1		ASU90451	ASU90451
ASU90450.1		ASU90450	ASU90450
ASU90449.1		ASU90449	ASU90449
ASU90448.1		ASU90448	ASU90448
ASU90447.1		ASU90447	ASU90447
ASU90446.1		ASU90446	ASU90446
ASU90445.1		ASU90445	ASU90445
ASU90444.1		ASU90444	ASU90444
ASU90443.1		ASU90443	ASU90443
ASU90442.1		ASU90442	ASU90442
ASU90441.1		ASU90441	ASU90441
ASU90440.1		ASU90440	ASU90440
ASU90439.1		ASU90439	ASU90439
ASU90438.1		ASU90438	ASU90438
ASU90437.1		ASU90437	ASU90437
ASU90436.1		ASU90436	ASU90436
ASU90435.1		ASU90435	ASU90435
ASU90434.1		ASU90434	ASU90434
ASU90433.1		ASU90433	ASU90433
ASU90432.1		ASU90432	ASU90432
ASU90431.1		ASU90431	ASU90431
ASU90430.1		ASU90430	ASU90430
ASU90429.1		ASU90429	ASU90429
ASU90428.1		ASU90428	ASU90428
ASU90427.1		ASU90427	ASU90427
ASU90426.1		ASU90426	ASU90426
ASU90425.1		ASU90425	ASU90425
ASU90424.1		ASU90424	ASU90424
ASU90423.1		ASU90423	ASU90423
ASU90422.1		ASU90422	ASU90422
ASU90421.1		ASU90421	ASU90421
ASU90420.1		ASU90420	ASU90420
ASU90419.1		ASU90419	ASU90419
ASU90418.1		ASU90418	ASU90418
ASU90417.1		ASU90417	ASU90417
ASU90416.1		ASU90416	ASU90416
ASU90415.1		ASU90415	ASU90415
ASU90414.1		ASU90414	ASU90414
ASU90413.1		ASU90413	ASU90413
ASU90412.1		ASU90412	ASU90412
ASU90411.1		ASU90411	ASU90411
ASU90410.1		ASU90410	ASU90410
ASU90409.1		ASU90409	ASU90409
ASU90408.1		ASU90408	ASU90408
ASU90407.1		ASU90407	ASU90407
ASU90406.1		ASU90406	ASU90406
ASU90405.1		ASU90405	ASU90405
ASU90404.1		ASU90404	ASU90404
ASU90403.1		ASU90403	ASU90403
ASU90402.1		ASU90402	ASU90402
ASU90401.1		ASU90401	ASU90401
ASU90400.1		ASU90400	ASU90400
ASU90399.1		ASU90399	ASU90399
ASU90398.1		ASU90398	ASU90398
ASU90397.1		ASU90397	ASU90397
ASU90396.1		ASU90396	ASU90396
ASU90395.1		ASU90395	ASU90395
ASU90394.1		ASU90394	ASU90394
ASU90393.1		ASU90393	ASU90393
ASU90392.1		ASU90392	ASU90392
ASU90391.1		ASU90391	ASU90391
ASU90390.1		ASU90390	ASU90390
ASU90389.1		ASU90389	ASU90389
ASU90388.1		ASU90388	ASU90388
ASU90387.1		ASU90387	ASU90387
ASU90386.1		ASU90386	ASU90386
ASU90385.1		ASU90385	ASU90385
ASU90384.1		ASU90384	ASU90384
ASU90383.1		ASU90383	ASU90383
ASU90382.1		ASU90382	ASU90382
ASU90381.1		ASU90381	ASU90381
ASU90380.1		ASU90380	ASU90380
ASU90379.1		ASU90379	ASU90379
ASU90378.1		ASU90378	ASU90378
ASU90377.1		ASU90377	ASU90377
ASU90376.1		ASU90376	ASU90376
ASU90375.1		ASU90375	ASU90375
ASU90374.1		ASU90374	ASU90374
ASU90373.1		ASU90373	ASU90373
ASU90372.1		ASU90372	ASU90372
ASU90371.1		ASU90371	ASU90371
ASU90370.1		ASU90370	ASU90370
ASU90369.1		ASU90369	ASU90369
ASU90368.1		ASU90368	ASU90368
ASU90367.1		ASU90367	ASU90367
ASU90366.1		ASU90366	ASU90366
ASU90365.1		ASU90365	ASU90365
ASU90364.1		ASU90364	ASU90364
ASU90363.1		ASU90363	ASU90363
ASU90362.1		ASU90362	ASU90362
ASU90361.1		ASU90361	ASU90361
ASU90360.1		ASU90360	ASU90360
ASU90359.1		ASU90359	ASU90359
ASU90358.1		ASU90358	ASU90358
ASU90357.1		ASU90357	ASU90357
ASU90356.1		ASU90356	ASU90356
ASU90355.1		ASU90355	ASU90355
ASU90354.1		ASU90354	ASU90354
ASU90353.1		ASU90353	ASU90353
ASU90352.1		ASU90352	ASU90352
ASU90351.1		ASU90351	ASU90351
ASU90350.1		ASU90350	ASU90350
ASU90349.1		ASU90349	ASU90349
ASU90348.1		ASU90348	ASU90348
ASU90347.1		ASU90347	ASU90347
ASU90346.1		ASU90346	ASU90346
ASU90345.1		ASU90345	ASU90345
ASU90344.1		ASU90344	ASU90344
ASU90343.1		ASU90343	ASU90343
ASU90342.1		ASU90342	ASU90342
ASU90341.1		ASU90341	ASU90341
ASU90340.1		ASU90340	ASU90340
